Date,AAPL,MCD,MRK,MS,MSFT,NEE,NKE,NVDA,ORCL,PFE,PG,SBUX,SCHW,SLB,SO,SPGI,TMO,TXN,UNH,UPS,VZ,WFC,LLY,JPM,JNJ,INTC,ADBE,AMGN,AMZN,AVGO,BA,BAC,BLK,CAT,COP,COST,WMT,CRM,CVX,DE,DHR,DIS,DUK,GE,GOOGL,GS,HD,HON,CSCO,XOM
2010-01,-0.08859645439581632,-0.00016023755859961852,0.04488259009923423,-0.09361201812116782,-0.07545920601625211,-0.07686513968000286,-0.03511464412601761,-0.17612379168200676,-0.058027817511837276,0.025839029010659154,0.022462941398905478,-0.055073946129572726,-0.028161327620044085,-0.02504193250991038,-0.026661244685135754,0.05789303626596998,-0.03229208007097972,-0.13218211187858464,0.08267736458357255,0.006972000471965778,-0.09914859379273744,0.053353052783576604,-0.014281557797645061,-0.06439253428023961,-0.024064287802269657,-0.04901966801049251,-0.12180532057978422,0.03376373075033068,-0.0677222212927151,-0.049753916009339316,0.11952693545827109,0.007968074496126576,-0.07915592844774122,-0.07709437652703977,-0.06011343526429358,-0.029406287868471215,-0.00037383026549875353,-0.13853866112584645,-0.06325476364827975,-0.07653906793067788,-0.05119708259963496,-0.08372103722812219,-0.039512053571194916,0.06278930712426578,-0.14523051736086445,-0.11916622017328415,-0.03180092459810124,-0.014286203569452649,-0.06140374442273988,-0.055140296055032456
2010-02,0.06539575757465288,0.03143851141797116,-0.03404929274557278,0.052277515468541536,0.022145675232770445,-0.03874562200531095,0.06039267623905076,0.05263110758357059,0.06895024467715238,-0.05060455800426722,0.028107209983070147,0.05139980422582502,0.0045376923734388175,-0.03405649456200299,-0.007187840019134306,-0.028800850051058036,0.056771784748605336,0.08355578811614395,0.02606040392379194,0.025234134006570708,-0.016655588921445585,-0.036666908832079126,-0.010660209906509177,0.07781250589117028,0.009895573142001401,0.06671251374767095,0.07275549053642094,-0.03197711985267082,-0.055896674360343956,0.04430383513897196,0.04935969301325982,0.09749663310483325,0.023290910663696707,0.09207540510058854,0.010245765445721755,0.06490201424407238,0.011978118298175078,0.06923668386627435,0.012090698785842902,0.14714720993834307,0.036720824361759385,0.05719125949152515,0.0036562998718594475,0.004990430277984181,-0.005925185183788817,0.05366219669012717,0.11388778987915793,0.04749296388361701,0.08277710129222227,0.015428129337957897
2010-03,0.14847047695385052,0.04494879660140927,0.023348563952181323,0.039390068809011414,0.021625373624891253,0.04226883954755256,0.09163537861613347,0.07407434459781714,0.04300241944405703,-0.022791447874179305,-0.00015785142536672847,0.05936247452550458,0.020753436422223492,0.03862548190580606,0.04375243435067144,0.042397976469590315,0.05474641350940046,0.0036913401317475447,-0.03514469154114852,0.0965270235451785,0.0722436439886498,0.13825918547079286,0.05474699641912917,0.06623704161248156,0.03492026756579669,0.08572817080466977,0.020779145001425636,0.057057233271578855,0.1467060379504379,0.13278214356690454,0.14962026339643986,0.07208014826657405,-0.00012616764509987277,0.10166503505886215,0.06604124399487699,-0.020665836592505427,0.034092747833839754,0.09565873913824618,0.04882386760848312,0.042516456996074314,0.08085999496688667,0.11747766758379008,-0.0018351020428424292,0.13325032380597546,0.07653753168978494,0.09133322448318992,0.04457229937020224,0.12724114431136746,0.0698724056191935,0.03046179557512918
2010-04,0.11102149499989511,0.05800382670507842,-0.061847263781328876,0.0334778631687509,0.04267694524217602,0.0769714554857932,0.032789064066026885,-0.09712645503456063,0.008152401992333802,-0.025073298809685562,-0.009982849410999362,0.07489204530771487,0.03210291582454983,0.12543302836172376,0.05584417289613275,-0.05413736813490877,0.0746500019360945,0.06776235022428878,-0.07138458085451349,0.07343580528255944,-0.05393992251071056,0.06394580060752908,-0.03451148978984131,-0.04742694278305459,-0.01380344301427916,0.024675085954986686,-0.05004242327437791,-0.042279274723959426,0.009796006270073487,-0.002431638068394637,-0.002479060307506331,-0.0011203829808681398,-0.15503294352757047,0.09013089188500634,0.15673299875042135,-0.010550962768724803,-0.03525158139235185,0.1497647683322909,0.07398117069271026,0.006054771732835418,0.05468669166848694,0.055285046426557294,0.028186414300762186,0.03626399942904701,-0.07303570428012185,-0.14903598489822367,0.08902643731827742,0.048596500448589985,0.034575651180475786,0.011794639046197597
2010-05,-0.016125150934621302,-0.044739457169838515,-0.03852717960430796,-0.10291172863636155,-0.1513946189439943,-0.040730600826525465,-0.046502819915214544,-0.1635897377322616,-0.1275609207613373,-0.07951481915752157,-0.017213468851027036,-0.0034641669382027285,-0.15023291565615982,-0.21104481664562214,-0.05381939387949697,-0.1686871464539651,-0.05824879649890591,-0.06113022736787399,-0.04091093008572688,-0.08598027769923722,-0.04775084981594657,-0.13217699190072274,-0.04913233013026963,-0.07045585597618365,-0.08503123747060548,-0.05555731844521827,-0.04523799738375334,-0.09649282418931693,-0.08490156877685595,0.006826274376376951,-0.10876067199858219,-0.11721823941458209,-0.08760877554845303,-0.10765159145058234,-0.11480778229679,-0.010662019424826585,-0.05194422039229618,0.010864740599525025,-0.0844822593006691,-0.03577391642224692,-0.05813990858910256,-0.09283392299069937,-0.03519857812408722,-0.13308605709691734,-0.07622223237371295,-0.00398903450157706,-0.03888709523780087,-0.09296094196086191,-0.13999249438454509,-0.10180650584630058
2010-06,-0.020826922603944253,-0.014954448876724591,0.04950308012791771,-0.14385839540170775,-0.10813940259790789,-0.013352411935170339,-0.06326616377893846,-0.22298358746351576,-0.04918047399235381,-0.0636903447076489,-0.01816982378079457,-0.06141375262992255,-0.13219045883456548,-0.014426410050384364,0.01773670528184801,0.01223010998877827,-0.05781808941223998,-0.04668338322813681,-0.018947771856822504,-0.09353110253948604,0.018168837378190528,-0.10770341556875396,0.02165236104716084,-0.07503736602424038,0.013036311505422171,-0.09197025082013599,-0.1761222320258562,0.01583642271573682,-0.12912481640666507,0.019854553726470492,-0.02228111408357336,-0.08644771724556055,-0.14060251120243916,-0.011355854615977545,-0.053413301625782394,-0.058712459401891626,-0.04924857071391864,-0.008205282084920884,-0.0813592086898477,-0.029802528211344326,-0.06427971514356734,-0.05745050025538567,0.002506433712512468,-0.11244320334569269,-0.08376733484028243,-0.09004596673466814,-0.165179707388314,-0.08744491611640848,-0.0798792345086381,-0.05607008344253095
2010-07,0.02274118053472929,0.05860023977148576,-0.014583980719496181,0.1650181253206522,0.1216862471739606,0.07260031546529033,0.09015557870593582,-0.09990206379225808,0.10394655474815306,0.051893326502672865,0.027653439172032446,0.02263377801964639,0.04301775646226358,0.0780630107372784,0.0749658773842361,0.09061856539782553,-0.08542308951921984,0.06556619205527481,0.07218322609001371,0.14255585186652975,0.12589611609535978,0.08320360057602705,0.06268666082443763,0.1017499465758469,-0.016424496092376395,0.0591262177278391,0.08664392666428622,0.036691501080675426,0.07898590009148321,0.03323830516603321,0.08589622895882276,-0.022964673026061644,0.09825652552780118,0.16887778649126295,0.13635358865654834,0.0342881866130027,0.06490519480711732,0.15299461718781648,0.12304709670614145,0.1975575324819121,0.03475216700584216,0.06952372508850058,0.06875006641484238,0.11789174433686234,0.08967299317171307,0.14893000870698292,0.01567469022486012,0.09813009108477355,0.08259037318353468,0.04573301530466023
2010-08,-0.055004719200896446,0.0556024369073671,0.020313349178291862,-0.08521656304843739,-0.0858117642645363,0.03689194772946913,-0.04942985332968064,0.015233783282448732,-0.07614247733467716,0.07248123465099887,-0.024362610992832323,-0.07038823950185091,-0.133840364023596,-0.10272202045412104,0.03849443716798184,-0.09142410528632106,-0.061078762181332236,-0.06763863839803541,0.04170765707874757,-0.011335607446845253,0.016173786912810684,-0.14922627169862068,-0.04405881288867908,-0.09731864907179599,-0.009162357380041009,-0.1356900633956114,-0.03551527071035654,-0.06400124938203167,0.05886845959709941,-0.07398901754136855,-0.09742501778584844,-0.11253563358645402,-0.09228839467041106,-0.06580663717758728,-0.0505251140546753,-7.826885881079271e-05,-0.014795364970535796,0.11045981764078383,-0.018858181263091578,-0.051139711188270986,-0.054152469540575954,-0.03413488792581376,0.01878817516680331,-0.10173680398224949,-0.0718366859154147,-0.08981714956628384,-0.01590442447377316,-0.08209992088887608,-0.1335066178356027,-0.0024634001993160126
2010-09,0.16721490223146973,0.01984663734896941,0.05789698626874151,-0.00040526021201114926,0.04345966726870354,0.012283499192996983,0.14915866012293066,0.2518752402780631,0.2293958817230033,0.07919517991301217,0.005027500842189614,0.11183609080978352,0.0893417731833357,0.15525990791766398,0.014990064733976238,0.1956600590594404,0.13675219484391765,0.17897481129355564,0.11095490769478067,0.04529737764205932,0.1036227626438504,0.06666628210263337,0.08752568399707061,0.0467550697735859,0.08663646694741312,0.08658808246980776,-0.05595671847355921,0.0797416255486485,0.25819118622479587,0.11712130766807616,0.08849969942362268,0.05220887275887476,0.19936623871099202,0.20748936658596118,0.0953650399843391,0.1414160208901789,0.06741164187792581,0.01747368200051813,0.09408755495193533,0.10750043860715763,0.11835405962274415,0.017209757793670732,0.030849674422075868,0.13054043215949074,0.1683702878403568,0.055867875069378625,0.1387489535316675,0.1249361096728081,0.09554758902486848,0.04533935964931546
2010-10,0.060722517430181755,0.0437523105259805,-0.013583500214347288,0.009785701999649898,0.08901595580673827,0.011950999394703565,0.016221362467506495,0.02911053379461248,0.09623872642227638,0.014560147149232927,0.06817930905293701,0.11780796004767202,0.10863340295252377,0.13439401054837075,0.02914366162600257,0.13883813440295123,0.07393475857885057,0.09436788778301874,0.02677260968233175,0.009746813782569363,0.011326557144112792,0.037419909365332904,-0.03640837549565756,-0.01002307785593104,0.028727897034140693,0.04427037903975206,0.07648183667975172,0.037742545380118564,0.052018360628662386,0.0964016895522033,0.06161702473047459,-0.1259537842871098,0.00434601377605115,0.0044858493660135945,0.043480154173623387,-0.023527311196539613,0.012144799069000012,0.03819303673684926,0.019123483831023247,0.10060224983688637,0.0677172916158717,0.09154068323206377,0.028232488464938976,-0.01415384664436492,0.16719602092024766,0.1144698144402172,-0.024621270465261746,0.07214384052964284,0.04383583519101997,0.07606429421366534
